years,patent_number,uspc_subclass_id,assignee_organization,assignee_type,assignee_id,assignee_country,assignee_state,assignee_key_id,num_inventors,specialization
1976,3983850,123/472,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,2.0,180/6.48
1976,3983851,123/492,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JA,,436191,1.0,123/640
1976,3983852,123/41.69,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,FR,,6577,1.0,180/291
1976,3983853,123/184.53,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,4.0,180/90
1976,3983855,123/447,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,1.0,123/502
1976,3983856,123/453,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,2.0,180/6.48
1976,3983857,123/179.11,Walbro Corporation,2,org_Th4OtVQwQYS1LUrV5oce,US,MI,358983,1.0,123/184.39
1976,3983882,123/1A,Billings Energy Corporation,2,org_9SkDekJboKtuTQclJ2Qc,US,UT,71927,1.0,123/1A
1976,3983890,123/198.DB,Robertshaw Controls Company,2,org_WLFbXEQXv0uuNglpaujt,US,VA,405316,2.0,180/282
1976,3984976,123/693,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,1.0,180/90
1976,3985107,123/1A,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1976,3985109,123/320,"Kokusan Denki Co., Ltd.",3,org_emqaZqlNRDTI19RiA8fh,JP,,140782,2.0,123/601
1976,3985111,123/254,EATON CORPORATION,2,org_ZRqNxYUHBhiuYcVuRnoi,US,OH,452507,1.0,180/65.8
1976,3985113,123/179.9,Outboard Marine Corporation,2,org_icOeR6vUjVNKnOf3kYqL,US,IL,194737,2.0,180/9.62
1976,3985114,123/197.1,"Alto Automotive, Inc.",2,org_JZYHEegTAjkAZZVS2kAp,US,IL,220808,1.0,123/197.1
1976,3985475,123/53.1,Tecumseh Products Company,2,org_7AnY59UcC6rXmTJoXVdZ,US,MI,52809,1.0,123/53.1
1976,3986006,123/486,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,2.0,180/274
1976,3986485,123/90.42,"Lawrence Peska Associates, Inc.",12,org_rpcWPyO0wm8Pb0vzcSnh,US,NY,333476,1.0,180/65.31
1976,3986487,123/501,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,1.0,180/90
1976,3986798,123/41.68,Atlas Copco Aktiebolag,3,org_3ZIX8KojGdqnH0lt8cbI,SE,,29180,2.0,180/9.44
1976,3987143,123/193.5,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,1.0,123/618
1976,3987759,123/206,Curtiss-Wright Corporation,2,org_dGLiloVfG0GY9ykv4toX,US,NJ,123286,4.0,123/242
1976,3987760,123/219,"Toyo Kogyo Co., Ltd.",3,org_TSOSzugeNFK9ItGw5Nd9,JA,,364454,1.0,123/585
1976,3987762,123/224,Kabushiki Kaisha Hanshin Gijutsu Kenkyusho,3,org_s6avw6vLJtcwSIQ10Eiu,JA,,339987,1.0,123/224
1976,3987763,123/203,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3987764,123/483,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,1.0,180/69.21
1976,3987765,123/260,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,4.0,180/423
1976,3987766,123/41.66,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,1.0,180/89.12
1976,3987767,123/51R,Quadratics Inc.,2,org_q97wwn69LO5iN2kCxrDt,US,RI,311246,1.0,123/51R
1976,3987769,123/286,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3987770,123/406.7,Aisin Seiki Kabushiki Kaisha,3,org_9QlCaiSeR9ZvNlCR5MBR,JA,,71419,1.0,180/169
1976,3987771,123/445,BorgWarner Inc.,2,org_gAtcoPgihmNKjvJKWNLC,US,IL,164375,1.0,180/249
1976,3987772,123/549,Texas Instruments Incorporated,2,org_wc04cUrRKOIlCxgRGBRE,US,TX,400769,1.0,123/549
1976,3987773,123/553,Shell Oil Company,2,org_6gHJfJV93Dezio9tmuAU,US,TX,46811,4.0,123/553
1976,3987775,123/179.11,Walbro Corporation,2,org_Th4OtVQwQYS1LUrV5oce,US,MI,358983,1.0,123/184.39
1976,3987776,123/657,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/54.1
1976,3989013,123/295,Texaco Inc.,2,org_GqoVY5K6uKzCRNOLk2qf,US,NY,171996,1.0,123/609
1976,3989014,123/275,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,JA,,414202,3.0,180/90
1976,3989015,123/286,Regie Nationale des Usines Renault,3,org_EQiAowmpAcw5pli4YOGe,FR,,142485,1.0,180/197
1976,3989016,123/90.16,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3989018,123/568.19,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,1.0,180/90
1976,3989020,123/552,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,JA,,414202,1.0,180/90
1976,3989021,123/503,"Diesel Kiki Co., Ltd.",3,org_f5mmwf3Yg8l5ZZZKci9Y,JA,,148189,2.0,123/503
1976,3989023,123/146.5A,Eltra Corporation,2,org_W3hURYYo0McItkyptIaj,US,OH,398228,2.0,123/406.66
1976,3989024,123/609,"Motorola, Inc.",2,org_NKsxikGVm2cvWxVCf6ze,US,IL,272459,2.0,123/614
1976,3989103,123/41.54,White Motor Corporation,2,org_Z6CQq0fT0ygKFKGoIEKR,US,OH,443084,2.0,123/41.54
1976,3989186,123/556,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3989424,123/41.41,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,3.0,180/90
1976,3990228,123/19,"Bailey and Kimmel, Inc.",2,org_uNQt16O2iuGumYSLc4jV,US,FL,376884,2.0,123/19
1976,3990234,123/547,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,1.0,180/423
1976,3990325,123/192.2,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,1.0,180/90
1976,3990408,123/25C,"Lawrence Peska Associates, Inc.",12,org_rpcWPyO0wm8Pb0vzcSnh,US,NY,333476,1.0,180/65.31
1976,3990411,123/683,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,3.0,180/271
1976,3990412,123/478,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,2.0,180/6.48
1976,3990414,123/184.57,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,FR,,6577,1.0,180/291
1976,3990415,123/184.57,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,US,CO,6577,1.0,180/291
1976,3990416,123/406.67,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,8.0,180/6.48
1976,3990417,123/406.66,Eltra Corporation,2,org_W3hURYYo0McItkyptIaj,US,OH,398228,1.0,123/406.66
1976,3990418,123/568.31,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,4.0,180/54.1
1976,3990419,123/572,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3990422,123/450,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,2.0,180/271
1976,3990504,123/41.8,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,1.0,180/69.21
1976,3991566,123/547,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,3.0,180/54.1
1976,3991722,123/220,Kawasaki Jukogyo Kabushiki Kaisha,3,org_elZTieNa06gSXq3JbXG9,JA,,140438,2.0,123/220
1976,3991723,123/206,Curtiss-Wright Corporation,2,org_dGLiloVfG0GY9ykv4toX,US,NJ,123286,1.0,123/242
1976,3991724,123/25R,Universal Oil Products Company,2,org_VMHWHdUBR4AnNLtthCPj,US,IL,390967,1.0,123/25R
1976,3991725,123/258,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,4.0,180/90
1976,3991726,123/491,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1976,3991727,123/478,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,2.0,180/274
1976,3991729,123/432,H.G.N. Motoren GmbH & Co.,3,org_rmP4iBPy5VFwPS2Q0SWB,DT,,332232,1.0,123/432
1976,3991730,123/618,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,1.0,123/618
1976,3991732,123/374,Allis-Chalmers Corporation,2,org_wjfUa8bUZK2lSCUGU8vm,US,WI,404381,1.0,180/89.1
1976,3991733,123/618,The Lucas Electrical Company Limited,3,org_ZfsUxKZXEllQLmIt3Bxm,EN,,446766,1.0,180/206.1
1976,3991735,123/195C,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,1.0,180/69.21
1976,3991736,123/197.1,"The Raymond Lee Organization, Inc.",12,org_4nVG2fM01F5uUOIhhJAf,US,NY,33742,1.0,180/9.25
1976,3992165,123/3,International Materials Corporation,2,org_Nf3bKyffL5xZUyEvKaWw,US,MA,269760,1.0,123/3
1976,3993029,123/203,Wankel GmbH,3,org_K2VlSap2FMMttmnkyyLQ,DE,,221515,2.0,123/242
1976,3993030,123/470,Ateliers de la Motobecane,3,org_xSFoePfj1YUFWFhy7J6r,FR,,423374,1.0,123/470
1976,3993031,123/335,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3993032,123/452,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3993034,123/685,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3993037,123/263,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,3.0,180/90
1976,3993038,123/198.DB,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,4.0,180/90
1976,3993415,123/41.49,Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG,3,org_HeL3zcIfFwI14Bb2ZVRS,DT,,180981,1.0,123/41.49
1976,3994067,123/41.65,McCulloch Corporation,2,org_cUAo8OpovdyXlkeXRBuE,US,CA,114986,2.0,123/601
1976,3994129,123/184.33,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,2.0,180/423
1976,3994266,123/205,Curtiss-Wright Corporation,2,org_dGLiloVfG0GY9ykv4toX,US,NJ,123286,1.0,123/242
1976,3994267,123/275,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3994268,123/274,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,2.0,180/423
1976,3994269,123/406.7,Mitsubishi Jidosha Kogyo Kabushiki Kaisha,3,org_adPzcaE0Y6AqnELf8N6V,JA,,77792,3.0,180/274
1976,3994270,123/255,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,2.0,180/423
1976,3994271,123/270,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,3.0,180/423
1976,3994272,123/497,Holec N.V.,3,org_gZvwDD02RGdbBeM55uSa,NL,,176417,1.0,123/497
1976,3994273,123/454,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/6.48
1976,3994337,123/41.49,U.S. Philips Corporation,2,org_fBtpUrdoVp5Lzvqma3Lv,US,NY,150117,2.0,123/568.11
1976,3995599,123/203,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3995602,123/242,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3995604,123/277,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,1.0,180/90
1976,3995605,123/286,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3995607,123/406.7,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,IN,47634,2.0,180/271
1976,3995608,123/406.66,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,1.0,180/90
1976,3995609,123/188.8,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3995610,123/192.2,Mitsubishi Jidosha Kogyo Kabushiki Kaisha,3,org_adPzcaE0Y6AqnELf8N6V,JA,,77792,4.0,180/274
1976,3996898,123/217,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3996899,123/204,"Gateway of Discovery, Inc.",2,org_pAuFxFGYllLcIOBmElSh,US,ID,297205,3.0,123/204
1976,3996900,123/210,Adui NSU Auto Union Aktiengesellschaft,3,org_zyYsnSV1vvTwimPmUsxU,DT,,455978,3.0,123/210
1976,3996904,123/328,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1976,3996905,123/568.31,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,1.0,123/618
1976,3996906,123/531,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,3.0,180/90
1976,3996907,123/548,Ethyl Corporation,2,org_OpUPXmC3s5scdb16dCFw,US,VA,289595,1.0,123/548
1976,3996908,123/585,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3996909,123/585,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3996910,123/449,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,3.0,180/274
1976,3996911,123/406.52,Texaco Inc.,2,org_GqoVY5K6uKzCRNOLk2qf,US,NY,171996,1.0,123/609
1976,3996912,123/179.21,Allis-Chalmers Corporation,2,org_wjfUa8bUZK2lSCUGU8vm,US,WI,404381,2.0,180/89.1
1976,3996913,123/198R,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3996914,123/198E,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,2.0,123/618
1976,3996915,123/297,"Resonance Motors, Inc.",2,org_I8amOxBcMAS4m5F3af5L,US,CA,193022,1.0,123/297
1976,3996955,123/406.69,Aisin Seiki Kabushiki Kaisha,3,org_9QlCaiSeR9ZvNlCR5MBR,JP,,71419,1.0,180/169
1976,3997019,123/376,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JA,,86684,2.0,180/68.4
1976,3997801,123/406.52,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,3.0,123/618
1976,3998049,123/19,"G & K Development Co., Inc.",2,org_gQw63SOdxSbRjTd1bMHn,US,LA,172100,3.0,123/19
1976,3998055,123/547,M & W Gear Company,2,org_GwjX1MJyLzcrh9GcIvWf,US,IL,174701,2.0,123/547
1976,3998189,123/695,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3998190,123/90.5,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1976,3998191,123/353,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,6.0,180/90
1976,3998192,123/406.7,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3998193,123/406.52,Joseph Lucas (Electrical) Limited,3,org_fhqNvzGhD3x4hdY2zvht,EN,,152881,3.0,123/406.52
1976,3998194,123/568.32,"ACF Industries, Incorporated",2,org_iSdadyvcQieP7WNuV1k1,US,MO,202257,1.0,123/DIG11
1976,3998196,123/146.5A,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3998197,123/601,"Kokusan Denki Co., Ltd.",3,org_emqaZqlNRDTI19RiA8fh,JP,,140782,1.0,123/601
1976,3998198,123/599,Outboard Marine Corporation,2,org_icOeR6vUjVNKnOf3kYqL,US,IL,194737,1.0,180/9.62
1976,3998199,123/188.9,The French State,7,org_StcV28cP0Au1msBDUYUT,FR,,350056,1.0,123/188.9
1976,3998614,123/430,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,3.0,180/90
1976,3999522,123/184.56,Ateliers de la Motobecane,3,org_xSFoePfj1YUFWFhy7J6r,FR,,423374,1.0,123/470
1976,3999524,123/328,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,4.0,180/54.1
1976,3999525,123/557,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3999527,123/452,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,2.0,180/6.48
1976,3999528,123/454,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,2.0,180/6.48
1976,3999529,123/449,"Stanadyne, Inc.",2,org_7zGswU1HKlqRbbwRdZ0L,US,CT,58681,1.0,123/449
1976,3999530,123/259,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,1.0,180/90
1976,3999531,123/196M,J. H. Westerbeke Corporation,2,org_PMa5iRBrFGR2aUU1gabN,US,MA,302515,1.0,123/196M
1976,3999598,123/41.2,Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG,3,org_HeL3zcIfFwI14Bb2ZVRS,DE,,180981,2.0,123/41.49
1976,3999622,123/378,BorgWarner Inc.,2,org_gAtcoPgihmNKjvJKWNLC,US,IL,164375,2.0,180/249
1976,3999737,123/568.29,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1977,4000614,123/692,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,JA,,329040,2.0,180/68.2
1977,4000666,123/192.2,Mitsubishi Jidosha Kogyo Kabushiki Kaisha,3,org_adPzcaE0Y6AqnELf8N6V,JA,,77792,3.0,180/429
1977,4000721,123/220,Birmingham Small Arms Company Limited,3,org_2jH6kqMlwz71YFsMTyQg,EN,,17928,1.0,123/220
1977,4000723,123/73.AA,"Performance Industries, Inc.",2,org_Bsw54bRfztrsOhDnrWFZ,US,PA,99471,1.0,123/73B
1977,4000724,123/406.64,Hughes Microelectronics Limited,3,org_QHRAgsxayPISTJgnyePR,US,CA,315197,1.0,123/406.64
1977,4000725,123/563,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,1.0,123/563
1977,4000728,123/373,"Diesel Kiki Co., Ltd.",3,org_f5mmwf3Yg8l5ZZZKci9Y,JA,,148189,1.0,123/531
1977,4000730,123/189,Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft,3,org_d7Cgs8GkaSDEwmfFOL1Z,DT,,119492,3.0,123/279
1977,4000731,123/287,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/69.21
1977,4002025,123/550,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,4.0,180/69.21
1977,4002085,123/337,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/69.2
1977,4002150,123/3,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,4.0,180/69.21
1977,4002151,123/3,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,5.0,180/69.21
1977,4002152,123/486,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JA,,436191,1.0,180/168
1977,4002153,123/274,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JA,,436191,2.0,180/168
1977,4002154,123/568.32,Dana Corporation,2,org_hBz9IOaIxGFUDKguhe1a,US,OH,179764,1.0,123/568.32
1977,4002155,123/406.39,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/69.2
1977,4002415,123/450,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,2.0,180/69.4
1977,4002442,123/41.54,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,JA,,329040,1.0,180/68.2
1977,4003190,123/185.2,Briggs & Stratton Corporation,2,org_BB2YwS7kuj9PW8a4PLkC,US,WI,91136,2.0,123/568.12
1977,4003343,123/3,Phillips Petroleum Company,2,org_u5nfrZkvmP3xjxCyqBaU,US,OK,369332,1.0,123/3
1977,4003346,123/219,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,1.0,180/69.21
1977,4003347,123/219,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,1.0,180/69.21
1977,4003350,123/679,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/268
1977,4003353,123/90.23,TRW Inc.,2,org_EhZVPc8dlla4vdxwVf27,US,OH,138521,1.0,123/90.23
1977,4003354,123/610,Texaco Inc.,2,org_GqoVY5K6uKzCRNOLk2qf,US,NY,171996,1.0,123/610
1977,4003358,123/518,"Toyo Kogyo Co., Ltd.",3,org_TSOSzugeNFK9ItGw5Nd9,JA,,364454,2.0,123/518
1977,4004413,123/1A,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1977,4004421,123/1R,Ketobi Associates,2,org_SLCJ3IRoKYjXl65NBtxY,US,CA,346204,1.0,123/1R
1977,4004469,123/192.2,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/229
1977,4004554,123/3,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,3.0,180/90
1977,4004558,123/90.35,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/69.2
1977,4004559,123/568.16,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JA,,436191,1.0,180/168
1977,4004560,123/146.5A,"Brown, Boveri & Cie AG",3,org_t9gCiMfs5XXwvjgLPSnC,DE,,355518,1.0,123/536
1977,4004561,123/598,Licentia Patent-Verwaltungs-G.m.b.H.,3,org_R8OVUbRPoo4yMYefGAQ9,DT,,325979,1.0,123/598
1977,4004562,123/169.MG,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,2.0,180/282
1977,4004563,123/287,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/69.21
1977,4005578,123/564,The Garrett Corporation,2,org_Z5moepHJser1D9Qb6ryQ,US,CA,442920,1.0,180/54.1
1977,4005579,123/564,The Garrett Corporation,2,org_Z5moepHJser1D9Qb6ryQ,US,CA,442920,1.0,180/54.1
1977,4005684,123/255,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/69.21
1977,4005686,123/41.38,J. Wizemann GmbH & Co.,3,org_dAgh7qfi4jyU5WUpmtWQ,JA,,120309,2.0,123/41.38
1977,4005688,123/406.11,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,8.0,180/69.21
1977,4005689,123/704,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/54.1
1977,4005691,123/339.13,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/268
1977,4005692,123/568.19,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/69.21
1977,4005693,123/406.55,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1977,4005694,123/596,The Plasmatronics Company,2,org_ayM4HMjYZZoe3YG7APRb,US,OK,87666,1.0,123/596
1977,4006718,123/686,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,1.0,180/69.21
1977,4006719,123/531,"Diesel Kiki Co., Ltd.",3,org_f5mmwf3Yg8l5ZZZKci9Y,JA,,148189,2.0,123/531
1977,4006720,123/263,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/69.21
1977,4006721,123/568.29,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,3.0,180/90
1977,4006722,123/443,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,3.0,180/90
1977,4006724,123/198E,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,1.0,180/54.1
1977,4006725,123/267,"Baczek and James Company, Inc.",2,org_HQTz9mTkDSHUdlD0kZ28,US,MA,186777,2.0,123/267
1977,4007342,123/146.5A,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,4.0,180/69.21
1977,4007588,123/406.69,Exxon Research & Engineering Co.,2,org_JY0h2mzZ7AFJpxGIgG5l,US,NJ,219948,1.0,123/406.69
1977,4007590,123/198F,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1977,4007714,123/210,Curtiss-Wright Corporation,2,org_dGLiloVfG0GY9ykv4toX,US,NJ,123286,1.0,123/242
1977,4007715,123/239,Fairey Norbon Pty. Ltd.,3,org_ewHrhThNLrxD8tayDJiu,AU,,145259,2.0,123/239
1977,4007716,123/90.28,Allis-Chalmers Corporation,2,org_wjfUa8bUZK2lSCUGU8vm,US,WI,404381,1.0,180/68.5
1977,4007717,123/392,Walbro Corporation,2,org_Th4OtVQwQYS1LUrV5oce,US,MI,358983,1.0,123/392
1977,4007719,123/687,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/268
1977,4007720,123/702,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/268
