years,patent_number,uspc_subclass_id,assignee_organization,assignee_type,assignee_id,assignee_country,assignee_state,assignee_key_id,num_inventors,specialization
1976,3965873,123/184.53,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,3.0,180/54.1
1976,3965874,123/406.7,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3965875,123/496,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,1.0,123/550
1976,3965876,123/467,Sigma Diesel,3,org_MxcY278FyndqIOEtjw8U,FR,,263758,1.0,123/467
1976,3965877,123/357,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,1.0,123/502
1976,3965878,123/632,The Lucas Electrical Company Limited,3,org_ZfsUxKZXEllQLmIt3Bxm,EN,,446766,1.0,180/206.1
1976,3965879,123/633,Brunswick Corporation,2,org_Qisnoh9gSGz4u6vc2sY2,US,IL,315672,1.0,180/9.1
1976,3965881,123/255,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,3.0,180/423
1976,3966014,123/198E,Bombardier Inc.,3,org_TpENL2gMKEIgfa2il8IX,CA,,362869,1.0,180/193
1976,3967013,123/270,EATON CORPORATION,2,org_ZRqNxYUHBhiuYcVuRnoi,US,OH,452507,1.0,180/65.8
1976,3967230,123/169R,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,6.0,180/54.1
1976,3967592,123/205,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3967593,123/220,Birmingham Small Arms Company Limited,3,org_2jH6kqMlwz71YFsMTyQg,EN,,17928,1.0,123/220
1976,3967595,123/260,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,3.0,180/423
1976,3967596,123/494,The Lucas Electrical Company Limited,3,org_ZfsUxKZXEllQLmIt3Bxm,EN,,446766,1.0,180/206.1
1976,3967598,123/447,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/271
1976,3967599,123/44D,Townsend Engineering Company,2,org_2wq2aEacNModLoavR6nC,US,IA,21041,1.0,123/44D
1976,3967600,123/DIG4,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,2.0,180/423
1976,3967601,123/90.4,Motoren- und Turbinen-union Friedrichshafen GmbH,3,org_LM0XnhRqjJUFToGckSfd,DE,,243847,1.0,123/90.4
1976,3967604,123/335,"Kokusan Denki Co., Ltd.",3,org_emqaZqlNRDTI19RiA8fh,JA,,140782,1.0,123/601
1976,3967607,123/457,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/6.48
1976,3967608,123/442,Societe Industrielle de Brevets et d'Etudes S.I.B.E.,3,org_iEUMcIcPT1qpSW8Fz6Ug,FR,,195799,1.0,123/683
1976,3967610,123/179.18,The Zenith Carburetor Company Limited,3,org_lNv2U06PlmFpYfjSqN4Z,AU,,244751,1.0,123/179.18
1976,3967611,123/274,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3967612,123/196.CP,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JA,,86684,1.0,180/68.4
1976,3967688,123/46H,Mitsubishi Jukogyo Kabushiki Kaisha,3,org_AEgwmPePTmTerKjSPNXR,JA,,78107,2.0,123/46H
1976,3968648,123/547,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3968775,123/25B,Energy Research Corporation,2,org_0ZoHKXS0IrDoLewJxTIg,US,PA,7298,1.0,123/25B
1976,3968776,123/43C,"Rund Rotary Engines, Inc.",2,org_RTpF59KC4Qu9QqeXAbLn,US,MN,335578,1.0,123/43C
1976,3968777,123/44R,Motoren Forschungs GmbH & Co. KG Franken Motoren,3,org_F5y5HIjXK2GjZ7HWSmi1,DT,,148294,1.0,123/44R
1976,3968778,123/406.59,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3968779,123/332,"Stanadyne, Inc.",2,org_7zGswU1HKlqRbbwRdZ0L,US,CT,58681,1.0,123/449
1976,3968780,123/590,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/54.1
1976,3968782,123/287,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1976,3969605,123/142.5E,James B. Carter Limited,3,org_R5zkWRtRB09zwx8FRLPo,CA,,325333,1.0,123/142.5E
1976,3969614,123/406.47,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,3.0,180/89.15
1976,3969893,123/184.33,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,2.0,180/423
1976,3969922,123/575,E. I. du Pont de Nemours and Company,2,org_2xIggVjShmj1V6E4sSWp,US,DE,21214,3.0,123/575
1976,3970049,123/211,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,3.0,180/274
1976,3970052,123/25R,Clemix Co.,3,org_xAUmrhOAxU8X68lbzHsw,JA,,414975,1.0,123/25R
1976,3970053,123/284,Fiat Societa per Azioni,3,org_R5L1wcSLkHOwuzCb6GPu,IT,,325232,1.0,180/54.1
1976,3970054,123/277,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,FR,,6577,2.0,180/291
1976,3970058,123/356,"Nippondenso Co., Ltd.",3,org_Qk7ZY773gg0j4nmTULIb,JA,,316278,2.0,123/700
1976,3970060,123/438,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,1.0,180/54.1
1976,3970061,123/568.29,Ranco Incorporated,2,org_EjkJFGE0U2exyysv9yXw,US,OH,139226,1.0,123/568.29
1976,3970062,123/547,Toyota,3,org_weQoIzTKmlyEvkdhYA7n,JA,,402104,2.0,123/547
1976,3970063,123/455,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3970064,123/373,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3970065,123/369,"Diesel Kiki Co., Ltd.",3,org_f5mmwf3Yg8l5ZZZKci9Y,JA,,148189,2.0,123/503
1976,3970066,123/373,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,2.0,180/6.48
1976,3970885,123/169.EL,"Nippondenso Co., Ltd.",3,org_Qk7ZY773gg0j4nmTULIb,JA,,316278,1.0,123/700
1976,3971297,123/73A,Fox Manufacturing Company Pty. Limited,3,org_cxinIrQJXIeJPA23Tuhd,US,AR,116509,1.0,123/73A
1976,3971348,123/490,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,1.0,180/69.21
1976,3971349,123/44D,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,FR,,6577,1.0,180/291
1976,3971350,123/406.58,Bill J. Hays International Inc.,2,org_ZKkzrwlqqnXidjvWplcL,US,CA,449067,1.0,123/406.58
1976,3971352,123/547,Ethyl Corporation,2,org_OpUPXmC3s5scdb16dCFw,US,VA,289595,1.0,123/548
1976,3971354,123/179.15,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,2.0,180/271
1976,3971355,123/197.2,Mahle GmbH,3,org_1u85jAf9nTv7vgbbOUWU,DT,,13183,1.0,123/197.2
1976,3971356,123/198D,"ACF Industries, Incorporated",2,org_iSdadyvcQieP7WNuV1k1,US,NY,202257,1.0,123/DIG11
1976,3972310,123/406.59,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3972313,123/546,Ethyl Corporation,2,org_OpUPXmC3s5scdb16dCFw,US,VA,289595,1.0,123/548
1976,3972314,123/452,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3972315,123/604,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3972324,123/547,Ethyl Corporation,2,org_OpUPXmC3s5scdb16dCFw,US,VA,289595,1.0,123/548
1976,3973393,123/41.37,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,1.0,180/90
1976,3973525,123/212,Klockner-Humboldt-Deutz Aktiengesellschaft,3,org_rYl8az7CpE0BvQvezLyK,DT,,337800,1.0,123/563
1976,3973526,123/242,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3973527,123/246,Svenska Rotor Maskiner AB,3,org_KZS5YFiXG3k25NgrLswK,SE,,235445,2.0,123/246
1976,3973529,123/676,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3973531,123/43A,"Turner Research, Inc.",2,org_iUMZx3zccZbTslzs3fVa,US,TX,203344,1.0,123/43A
1976,3973533,123/406.73,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JA,,436191,1.0,123/640
1976,3973535,123/568.27,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,4.0,180/90
1976,3973536,123/541,Van Doorne's Bedrijfswagenfabriek Daf B.V.,3,org_NV2Duczt4hKWydriP8Eq,NL,,277176,1.0,123/541
1976,3973537,123/357,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,4.0,123/502
1976,3973538,123/357,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,3.0,123/502
1976,3973539,123/359,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,3.0,123/502
1976,3973541,123/374,Komatsu Ltd.,3,org_yKkSwBfk6Vaz2rojVdyC,JA,,434264,4.0,180/6.7
1976,3973542,123/339.29,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,1.0,123/502
1976,3973543,123/547,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3973544,123/598,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JA,,436191,1.0,123/640
1976,3973545,123/598,GTE Laboratories Incorporated,2,org_icIc4NezwSlTCxAoZO4J,US,MA,194653,2.0,123/598
1976,3973547,123/193.3,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,DT,,329040,1.0,180/90
1976,3973550,123/198.DB,"Frank W. Murphy Manufacturer, Inc.",2,org_5881Zcb2dgvIzMXtpcLb,US,OK,37600,2.0,123/198.DB
1976,3973728,123/552,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3974412,123/169.EL,Massachusetts Institute of Technology,2,org_TsoOefJIk7PIFxTXgj9G,US,MA,364450,1.0,123/169.EL
1976,3974703,123/179.25,"Facet Enterprises, Inc. Motor Components Division",2,org_IoSw0JVlJaXqAtHrHpV2,US,NY,200588,1.0,123/179.25
1976,3974804,123/58.7,Motosacoche S.A.,3,org_1gkwOzZnJ4iss8CXUxbR,CH,,10050,1.0,123/58.7
1976,3974805,123/335,"Kokusan Denki Co., Ltd.",3,org_emqaZqlNRDTI19RiA8fh,JP,,140782,2.0,123/601
1976,3974807,123/568.29,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/54.1
1976,3974808,123/552,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,1.0,180/89.15
1976,3974809,123/452,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3974810,123/339.29,"Diesel Kiki Co., Ltd.",3,org_f5mmwf3Yg8l5ZZZKci9Y,JA,,148189,1.0,123/503
1976,3974811,123/453,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3974812,123/373,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/6.48
1976,3974813,123/686,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3974814,123/373,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/6.48
1976,3974815,123/599,"Kokusan Denki Co., Ltd.",3,org_emqaZqlNRDTI19RiA8fh,JP,,140782,1.0,123/601
1976,3974816,123/599,Colt Industries Operating Corp.,2,org_uxOB1c7uIr4oU9ZBDLZY,US,NY,381578,3.0,180/282
1976,3974817,123/149D,Colt Industries Operating Corp.,2,org_uxOB1c7uIr4oU9ZBDLZY,US,NY,381578,2.0,180/282
1976,3974818,123/268,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,4.0,180/274
1976,3975468,123/184.39,Walbro Corporation,2,org_Th4OtVQwQYS1LUrV5oce,US,MI,358983,1.0,123/184.39
1976,3975951,123/494,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,4.0,180/274
1976,3976034,123/1A,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,4.0,180/54.1
1976,3976035,123/205,Texaco Inc.,2,org_GqoVY5K6uKzCRNOLk2qf,US,NY,171996,1.0,123/609
1976,3976036,123/209,"Toyo Kogyo Co., Ltd.",3,org_TSOSzugeNFK9ItGw5Nd9,JA,,364454,2.0,123/585
1976,3976039,123/274,Regie Nationale des Usines Renault,3,org_EQiAowmpAcw5pli4YOGe,FR,,142485,1.0,180/197
1976,3976040,123/73.AD,Goggi Corporation,2,org_vAcpQ7vPk5YlHouRedP4,US,,385244,1.0,123/73.AD
1976,3976041,123/563,Klockner-Humboldt-Deutz Aktiengesellschaft,3,org_rYl8az7CpE0BvQvezLyK,DT,,337800,2.0,123/563
1976,3976042,123/179.17,Societe Anonyme de Vehicules Industriels et d'Equipements Mecaniques Saviem,3,org_G9VL1KZcTjw1okDbQcKI,FR,,163970,1.0,123/179.17
1976,3976043,123/609,Texaco Inc.,2,org_GqoVY5K6uKzCRNOLk2qf,US,NY,171996,2.0,123/609
1976,3976044,123/617,"Gulf & Western Industries, Inc.",2,org_UweQJHr9XuLYs0SOXTJa,US,NY,380950,2.0,123/617
1976,3976121,123/41.15,Marston Radiators Limited,3,org_yPjsrwRwf0dR36ijm8GW,EN,,436536,1.0,123/41.15
1976,3976448,123/572,Lin Eng Corporation,2,org_d9GfaMZwjsl63PyGJokb,US,NY,119977,2.0,123/572
1976,3976726,123/536,"Electro Fuel, Inc.",2,org_DLtYuKMTnG9LpyPixYl9,US,CO,125727,1.0,123/536
1976,3977188,123/432,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,FR,,6577,1.0,180/291
1976,3977195,123/556,Societe d'Etudes de Machines Thermiques,3,org_HQ5wMLbtzgVZRtU34FZo,FR,,186456,1.0,123/90.61
1976,3977303,123/54.2,Exxon Research & Engineering Co.,2,org_JY0h2mzZ7AFJpxGIgG5l,US,NJ,219948,1.0,123/54.2
1976,3977343,123/373,Sigma Diesel,3,org_MxcY278FyndqIOEtjw8U,FR,,263758,2.0,123/467
1976,3977366,123/3,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,2.0,180/274
1976,3977367,123/206,Curtiss-Wright Corporation,2,org_dGLiloVfG0GY9ykv4toX,US,NJ,123286,1.0,123/242
1976,3977368,123/203,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,3.0,180/274
1976,3977369,123/242,Gippsland Institute of Advance Education,3,org_xTbodueg0sPucO5BeiYP,AU,,423797,3.0,123/242
1976,3977370,123/90.5,Sealed Power Corporation,2,org_rvMyQSKni3EPSRjkTbkK,US,MI,336418,1.0,123/90.5
1976,3977371,123/396,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,4.0,180/90
1976,3977373,123/406.69,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3977376,123/550,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,3.0,123/550
1976,3977377,123/550,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,1.0,123/550
1976,3977378,123/553,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/90
1976,3977380,123/179.18,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,3.0,180/423
1976,3977381,123/568.2,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,5.0,180/90
1976,3977382,123/445,BorgWarner Inc.,2,org_gAtcoPgihmNKjvJKWNLC,US,IL,164375,2.0,180/249
1976,3977383,123/590,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,1.0,180/90
1976,3977384,123/198.DB,Motoren- und Turbinen-union Friedrichshafen GmbH,3,org_LM0XnhRqjJUFToGckSfd,JA,,243847,1.0,123/90.4
1976,3977385,123/195R,National Research Development Corporation,3,org_sSEDvF7RvjVjlzkH0lRj,EN,,349614,1.0,123/195R
1976,3978671,123/41.86,The Cessna Aircraft Company,2,org_naoESCsHYh4BjBn7LiPm,US,KS,267646,1.0,180/242
1976,3978672,123/90.17,Propulsion Machinery Corporation,2,org_cco4lopP20CHUp2CGKik,US,NY,106582,1.0,123/90.17
1976,3978823,123/1A,Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft,3,org_d7Cgs8GkaSDEwmfFOL1Z,JA,,119492,1.0,123/90.6
1976,3978824,123/210,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,JA,,329040,3.0,180/90
1976,3978826,123/242,Curtiss-Wright Corporation,2,org_dGLiloVfG0GY9ykv4toX,US,NJ,123286,2.0,123/242
1976,3978828,123/54.7,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1976,3978829,123/90.15,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1976,3978830,123/90.67,TRW Inc.,2,org_EhZVPc8dlla4vdxwVf27,US,OH,138521,1.0,180/441
1976,3978831,123/406.55,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3978833,123/406.55,Chrysler Corporation,2,org_fZmHNwZIDugSjOzfMmAC,US,MI,161403,2.0,123/618
1976,3978834,123/568.27,Regie Nationale des Usines Renault,3,org_EQiAowmpAcw5pli4YOGe,FR,,142485,5.0,180/197
1976,3978836,123/550,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1976,3978837,123/357,U.S. Philips Corporation,2,org_fBtpUrdoVp5Lzvqma3Lv,US,NY,150117,1.0,123/568.11
1976,3978839,123/179.11,Outboard Marine Corporation,2,org_icOeR6vUjVNKnOf3kYqL,US,IL,194737,2.0,180/9.62
1976,3978840,123/193.3,Klockner-Humboldt-Deutz Aktiengesellschaft,3,org_rYl8az7CpE0BvQvezLyK,DT,,337800,1.0,123/563
1976,3979574,123/142.5E,Canadian General Electric Company Limited,3,org_Ed6WuXM7Z0O3up9wrfmj,CA,,136246,1.0,123/142.5E
1976,3980052,123/3,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/54.1
1976,3980053,123/3,Beeston Company Limited,3,org_59sAfeVvg0aiaVmo2MwY,HK,,37801,1.0,123/3
1976,3980054,123/207,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/54.1
1976,3980057,123/259,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1976,3980058,123/275,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,3.0,180/90
1976,3980059,123/262,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,3.0,180/54.1
1976,3980060,123/261,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,4.0,180/54.1
1976,3980062,123/454,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,4.0,180/6.48
1976,3980063,123/568.27,Automobiles Peugeot,3,org_0wIDixNGKr7DI0OxL3wH,FR,,6577,1.0,180/291
1976,3980064,123/457,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1976,3980066,123/373,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,1.0,123/502
1976,3980068,123/198.DC,Jacobsen Manufacturing Company,2,org_XsPM2O0joVo4xr56Nvgd,US,WI,423517,2.0,123/198.DC
1976,3980132,123/41.49,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,4.0,180/90
1976,3980922,123/599,"Kokusan Denki Co., Ltd.",3,org_emqaZqlNRDTI19RiA8fh,JP,,140782,3.0,123/601
1976,3981276,123/242,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,1.0,180/89.15
1976,3981278,123/41R,"MITSUBISHI HEAVY INDUSTRIES, LTD.",3,org_dFhuoI8F5WGFuJjdUeNV,JA,,122736,1.0,123/41R
1976,3981279,123/41.14,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,4.0,180/90
1976,3981281,123/90.6,Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft,3,org_d7Cgs8GkaSDEwmfFOL1Z,DT,,119492,3.0,123/90.6
1976,3981282,123/406.63,Lumenition Limited,3,org_bYR1RbcGDFc826crIDMD,GB,,102285,1.0,123/487
1976,3981283,123/568.27,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,1.0,180/89.15
1976,3981284,123/438,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,1.0,180/90
1976,3981285,123/559.1,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3981287,123/339.29,C.A.V. Limited,3,org_UruRzoAsUWEf2HXNo3sy,EN,,378874,3.0,123/502
1976,3981288,123/482,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/6.48
1976,3981289,123/182.1,Briggs & Stratton Corporation,2,org_BB2YwS7kuj9PW8a4PLkC,US,WI,91136,1.0,180/68.1
1976,3981610,123/41.12,"SKF Industrial Trading and Development Company, B.V.",3,org_Ja9fXAoWSv3lZJmTMlGB,NL,,208493,3.0,180/344
1976,3982393,123/59.5,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1976,3982395,123/568.12,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/54.1
1976,3982502,123/211,Wankel GmbH,3,org_K2VlSap2FMMttmnkyyLQ,DE,,221515,1.0,123/242
1976,3982503,123/491,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/271
1976,3982504,123/260,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JA,,384280,4.0,180/274
1976,3982505,123/490,Regie Nationale des Usines Renault,3,org_EQiAowmpAcw5pli4YOGe,FR,,142485,1.0,180/197
1976,3982507,123/322,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JA,,439112,3.0,180/423
1976,3982508,123/378,Akermans Verkstad AB,3,org_qWnSAkPhofmlqCO3zl3m,SE,,322238,2.0,123/378
1976,3982509,123/377,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,4.0,180/90
1976,3982510,123/396,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3982511,123/396,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,4.0,180/90
1976,3982512,123/406.19,Alfa Romeo S.p.A.,3,org_GSnITYQqMqxK2IXE8gfz,IT,,172867,3.0,123/406.19
1976,3982513,123/274,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,2.0,180/90
1976,3982514,123/568.11,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3982515,123/676,EATON CORPORATION,2,org_ZRqNxYUHBhiuYcVuRnoi,US,OH,452507,1.0,180/65.8
1976,3982516,123/527,"Dual Fuel Systems, Inc.",2,org_8yLd4tKzXJjDTYQxXxJ7,US,CA,65836,1.0,123/527
1976,3982517,123/552,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3982518,123/598,Fournitures Internationales de Materieles Electroniques,3,org_G0EPHAtKiG39W29jWWFN,FR,,161722,1.0,123/598
1976,3982519,123/179.16,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,1.0,180/89.15
1976,3982553,123/406.73,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3982555,123/406.69,BorgWarner Inc.,2,org_gAtcoPgihmNKjvJKWNLC,US,IL,164375,2.0,180/249
1976,3982878,123/1A,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,5.0,180/90
1976,3982910,123/3,The United States of America as represented by the Administrator of the National Aeronautics and Space Administration,6,org_xW4A9F5IRtCxQMUAuuxs,US,DC,425122,2.0,123/3
1976,3983342,123/146.5A,"Lawrence Peska Associates, Inc.",12,org_rpcWPyO0wm8Pb0vzcSnh,US,NY,333476,1.0,180/65.31
1976,3983461,123/598,"General Marine, Inc.",2,org_IO6PyIMSMSTSPHp6AneS,US,MI,200259,1.0,123/598
1976,3983533,123/198R,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,4.0,180/89.15
1976,3983693,123/179.27,Klockner-Humboldt-Deutz Aktiengesellschaft,3,org_rYl8az7CpE0BvQvezLyK,DT,,337800,1.0,123/563
1976,3983696,123/193.5,Audi Nsu Auto Union Aktiengesellschaft,3,org_PkasPZOnIqullkKHw8WD,DT,,301611,1.0,123/552
1976,3983698,123/203,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3983847,123/255,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,4.0,180/90
1976,3983848,123/454,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,3.0,180/6.48
1976,3983849,123/275,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DT,,423181,1.0,180/6.48
